property_size_sqft,bedrooms,bathrooms,floors,age_of_property,distance_to_city_center,school_rating,crime_rate_index,price
3551,5,4,1,10,22.32,5,45.9,1901066
2505,3,2,1,44,14.55,10,42.11,697052
1953,7,2,1,19,27.46,7,45.43,1229641
3606,3,1,2,46,23.7,6,74.33,1319165
2969,6,3,1,41,15.37,9,44.24,1866351
3028,1,3,2,16,14.62,6,29.18,769170
2276,1,3,2,4,24.43,1,81.06,1263896
1467,1,4,1,32,24.21,4,41.48,649781
1906,1,2,2,43,8.67,7,44.71,841919
3413,4,2,2,24,20.4,3,8.23,1925350
2067,3,1,2,6,19.47,6,36.65,1398976
4988,2,4,1,33,25.75,4,82.25,1357289
4466,3,3,2,14,26.12,5,66.78,424854
1347,7,4,2,12,8.41,8,13.17,526937
4789,3,2,1,31,26.45,6,46.91,135949
1571,3,1,1,38,27.77,2,92.55,273108
571,1,4,2,13,3.73,3,23.11,1684677
1543,1,2,2,19,17.43,1,82.51,823839
2259,4,4,2,15,13.38,9,56.42,1832577
2588,6,2,2,29,12.36,10,35.68,313037
2893,3,4,2,40,21.29,6,97.15,1056707
3977,5,3,1,18,4.32,10,72.11,966760
588,6,4,1,21,24.69,9,31.73,1004740
4476,7,4,2,36,1.28,3,19.48,1945206
557,4,3,2,9,17.56,5,87.84,418037
3117,7,4,2,7,7.15,5,59.14,1082313
2370,1,2,2,28,20.19,5,3.66,913502
645,7,2,1,13,16.0,9,42.78,1629679
3303,3,2,1,10,29.99,2,44.37,1341708
3195,1,2,2,29,25.94,6,77.54,1276047
4224,6,2,2,32,10.43,8,23.84,88451
2777,2,3,1,41,16.09,10,45.78,945330
1249,1,3,1,33,9.88,10,7.96,446567
2210,1,4,1,38,22.0,4,12.37,927539
4386,4,2,2,48,12.96,1,79.4,1509111
2526,2,4,2,36,3.91,5,52.37,1221578
4664,6,2,2,41,19.99,5,38.6,1838072
3430,5,4,1,36,0.83,4,26.63,136129
2707,5,3,2,4,9.27,2,96.36,80297
3476,5,2,1,40,27.26,7,46.82,985012
2744,3,3,1,42,3.28,7,56.35,368248
1019,5,4,2,46,15.38,3,98.44,709990
3302,3,3,1,4,23.96,10,75.29,259426
2807,6,3,1,16,27.18,6,37.77,1843197
4852,6,3,2,18,17.02,2,55.65,1112962
3404,1,1,2,45,5.02,1,39.53,376702
4314,5,4,1,25,28.26,9,55.37,1773409
2886,4,4,2,1,22.6,10,64.68,1066923
3802,6,2,1,13,12.17,1,97.53,150046
3996,2,2,1,27,8.67,10,73.17,131897
2077,2,2,2,3,1.91,5,69.71,532727
4439,6,3,1,2,6.15,3,9.67,1215343
1704,1,4,1,14,23.44,9,31.93,1189662
4493,7,3,1,21,3.7,8,28.07,1758989
2363,2,4,1,47,4.32,4,10.06,180986
3707,2,3,2,41,6.28,8,87.18,306420
1761,7,2,1,49,12.16,5,81.32,1081874
4694,1,3,2,18,6.08,10,79.02,1043703
2187,7,1,1,33,27.18,8,17.66,313858
1473,1,2,2,9,8.1,2,59.97,1798939
1565,1,1,2,33,27.62,8,52.74,747231
3999,4,1,1,15,29.56,7,61.25,953364
3117,1,2,1,36,22.77,6,78.73,981758
3553,1,1,2,35,0.72,8,9.39,405716
4526,1,1,1,48,7.58,7,19.11,198843
3455,6,4,1,44,8.39,5,28.13,1843112
1059,5,3,2,21,16.51,5,47.06,702855
2982,6,1,1,31,5.17,10,58.57,1965255
1529,5,3,2,43,2.78,7,30.52,1460419
2674,4,1,2,16,5.7,8,10.97,869338
4866,4,2,1,8,10.16,4,50.73,1238105
1868,2,2,1,32,1.95,3,5.95,1030090
2502,7,4,1,32,6.26,2,36.36,1942964
3666,7,2,2,1,5.44,6,4.41,1526231
2871,6,4,1,13,23.28,7,21.88,1857315
1551,5,2,2,36,5.5,2,11.01,772300
492,4,3,1,32,23.85,2,44.64,1906994
2966,4,1,2,0,15.49,3,23.54,1118188
1681,6,1,1,46,22.86,4,5.47,346864
3300,2,4,1,21,13.79,5,29.81,955050
3199,1,2,2,29,27.08,4,89.27,756349
3577,3,3,1,26,8.66,4,84.24,808598
4911,2,3,2,32,23.12,3,88.28,479590
3004,7,2,1,15,5.32,7,39.16,397569
4281,7,1,1,9,26.54,7,87.88,1848007
2813,3,2,1,26,1.34,4,95.15,1264042
1944,2,1,2,36,13.99,1,95.8,89940
3930,2,2,1,1,12.93,2,12.42,963833
3046,1,1,1,29,18.9,4,82.35,954074
2458,4,4,1,45,13.51,4,33.65,1800260
4914,5,3,1,42,17.87,8,44.98,1288344
1545,2,2,2,18,25.92,2,65.56,1888956
1310,1,1,1,18,4.69,1,75.77,716752
3706,7,1,2,34,7.7,9,89.98,188941
1966,3,1,1,10,24.18,6,95.78,1673467
2795,6,4,2,31,7.23,1,77.0,356140
3405,7,1,2,15,27.22,6,24.02,1119252
4907,6,3,1,16,16.45,9,50.84,1138591
4648,4,4,2,28,2.91,9,34.57,211613
491,6,1,1,19,1.11,5,86.51,796815
4392,2,3,1,35,23.01,1,49.53,178912
730,3,1,2,46,25.76,5,85.65,1584280
1354,2,3,2,23,7.58,10,97.42,1176815
4180,6,3,2,42,7.6,5,28.76,274480
3001,5,1,1,47,28.65,2,2.92,1857913
3377,7,3,2,3,19.86,3,21.43,1505366
4689,6,2,2,4,5.44,4,63.97,1832694
929,5,1,1,18,13.73,3,80.91,818724
3292,6,2,1,47,27.36,3,74.84,1168350
1666,4,3,2,23,18.82,3,80.3,535857
1873,3,4,1,47,12.52,2,92.46,288979
1997,5,4,2,0,4.96,6,22.44,1503303
2925,1,3,1,34,21.92,9,5.0,1124571
4161,4,2,2,1,8.65,1,32.84,1708081
3142,2,1,2,9,17.19,2,85.38,1349515
4825,6,4,2,5,18.2,10,72.78,682309
869,3,2,2,39,16.89,6,3.3,590631
4230,3,4,2,37,7.77,1,15.47,326278
933,6,4,1,19,21.39,10,92.97,396548
4962,1,3,2,18,17.2,7,49.62,1707812
4455,7,1,2,47,12.41,3,64.01,1461749
4079,7,2,2,35,2.04,6,9.43,131338
4487,5,2,2,47,10.27,3,57.68,1882938
1161,6,1,1,28,10.9,6,84.61,271296
1290,3,2,2,40,23.84,4,90.24,1256312
2755,1,4,2,23,15.65,9,45.06,137679
2355,7,1,1,8,28.0,3,58.69,1394219
3371,1,4,1,31,22.65,5,72.98,1365202
2072,7,4,2,39,16.37,6,39.9,291856
3236,2,4,2,4,5.48,10,29.22,1418231
4044,1,1,1,20,7.02,1,8.9,236250
2697,4,2,2,16,5.22,7,19.54,1882819
4461,3,4,2,23,13.56,9,98.27,879651
3566,4,1,2,26,21.81,6,87.12,1794965
1719,7,1,1,47,22.9,10,34.64,202379
583,1,3,1,17,3.34,4,83.03,1889861
1683,1,3,2,21,15.13,7,76.48,1937402
3246,4,3,1,5,14.7,4,96.75,1302710
2633,2,2,1,27,13.45,9,3.94,1259384
4488,1,2,1,41,9.39,8,57.9,160371
1832,4,2,2,19,14.54,1,70.08,998375
3540,4,2,1,15,15.74,3,82.94,1234056
2196,3,4,1,18,18.19,1,80.27,1529901
2455,2,1,1,7,11.63,1,27.67,178125
3736,5,1,2,17,28.38,7,70.36,1234618
1182,4,3,1,36,10.5,7,80.97,59001
1907,3,1,2,44,26.9,9,51.59,1964240
4254,5,2,1,46,24.14,1,50.1,77865
1076,3,1,2,30,14.23,2,44.12,1597977
2230,3,4,1,37,15.14,9,20.78,893859
4490,6,4,1,1,26.16,9,83.35,1550624
4706,2,3,2,31,15.04,10,50.23,360991
1760,1,2,2,14,20.54,2,13.47,838959
4985,2,1,1,10,24.37,4,91.42,1198936
3086,5,3,2,4,27.28,7,84.48,1709643
590,6,1,1,41,6.94,1,42.28,1480110
1242,2,3,2,28,29.27,2,78.18,97770
734,1,3,1,19,28.98,5,16.62,1678821
1510,2,4,2,19,9.27,10,97.19,1006912
978,2,4,1,17,18.6,2,8.52,518991
461,2,4,1,11,1.88,6,88.17,297545
786,4,3,2,48,5.45,1,99.79,1510654
1569,4,4,2,16,17.72,6,28.99,631076
2600,2,4,1,3,19.68,5,81.19,1630708
2083,1,2,1,18,16.27,9,91.39,331513
886,7,1,1,22,21.29,8,95.25,235880
4132,1,1,2,26,23.89,8,72.07,500818
940,1,2,1,49,5.47,10,62.01,1375570
2460,1,2,2,41,19.96,9,10.46,1016264
4646,6,4,2,45,17.1,5,46.92,772627
1638,6,4,2,44,3.97,10,39.43,1965381
1390,3,1,2,13,7.24,10,2.19,488572
4867,2,2,2,3,12.88,7,28.55,1946169
2699,7,2,2,3,25.98,3,74.33,893386
4307,7,4,2,23,6.9,6,30.42,401355
4688,2,1,2,22,5.9,8,3.36,1135476
1480,3,3,1,35,21.77,4,77.04,1177969
597,1,2,1,10,29.29,10,80.84,500552
2594,5,1,2,32,13.7,1,2.72,110859
1998,5,1,1,37,10.83,3,83.6,1143577
2000,3,1,2,4,7.99,7,79.69,1872830
4092,7,2,2,26,1.97,10,62.1,1355438
4265,5,3,2,36,5.76,6,4.45,505896
1083,4,4,2,26,3.26,1,94.4,1614801
3483,2,3,2,30,15.08,6,10.03,374936
4389,5,1,2,11,29.36,6,71.94,1364558
732,6,2,2,46,23.73,2,76.39,1719213
2171,6,2,2,5,18.25,6,94.71,1103150
4600,7,3,2,11,14.86,9,94.76,1392492
3121,7,3,1,13,18.71,8,27.88,1621853
1206,4,2,1,21,11.59,3,23.2,371307
1464,2,3,1,10,5.76,3,41.1,992847
1288,4,4,1,39,17.9,5,93.54,1170391
3323,2,4,2,38,16.08,7,72.4,1155702
720,2,4,2,37,28.36,1,91.2,505722
4357,7,1,2,12,19.67,3,21.76,371572
2782,5,3,1,5,23.32,6,6.8,1171818
3631,6,2,1,19,3.23,2,2.48,191492
2711,3,1,1,1,22.95,2,7.13,615064
4001,5,2,1,10,29.49,5,84.11,1916316
1900,7,3,1,7,19.9,5,87.21,102926
1968,1,3,2,29,22.39,3,91.71,1246584
3681,4,1,2,26,29.4,10,40.85,969699
1919,7,1,2,3,12.04,4,46.59,568327
2318,1,4,1,6,24.81,5,19.05,458463
4489,2,1,2,46,12.29,10,44.11,652313
2265,7,4,1,23,13.06,6,15.63,1553384
1805,5,1,2,31,19.92,5,61.78,892818
3123,1,4,1,18,8.06,9,1.62,391966
404,1,3,2,41,29.79,6,42.83,1721808
1568,6,2,1,34,10.21,10,98.47,132160
2798,7,3,2,41,4.12,2,99.44,748679
3030,1,4,1,2,10.02,5,77.35,210383
747,6,3,2,17,25.75,10,29.89,1389662
4620,6,1,2,36,9.76,9,19.88,142919
2213,2,1,2,21,18.53,1,3.64,1085215
3742,6,2,1,32,28.09,10,41.84,1967514
2974,2,2,1,37,8.17,1,46.06,547272
4225,6,3,2,38,4.38,4,8.04,840720
4993,6,2,2,33,3.36,7,86.78,324514
452,7,1,2,48,13.49,9,65.04,1562713
548,7,1,1,22,3.58,2,37.99,1397399
902,2,1,1,34,13.89,9,85.51,1035555
1269,1,4,2,28,25.95,4,41.2,1589960
3921,4,4,2,1,23.44,1,84.81,1010200
4714,5,3,1,49,17.66,7,49.56,1766998
4271,5,4,1,13,25.59,5,63.54,802113
1700,2,2,1,47,3.46,1,10.9,724617
2899,1,1,2,43,18.48,1,25.81,641755
4433,7,3,1,49,3.91,10,65.21,1078407
3689,7,4,1,7,14.72,2,41.07,951654
4253,4,3,2,0,14.17,7,13.31,1178166
2851,3,3,1,27,8.32,7,15.42,1699896
4785,7,2,1,2,24.98,3,70.79,1387535
738,2,2,2,6,7.23,2,68.48,1482035
3224,3,2,1,33,16.78,10,72.09,1230761
2093,5,3,2,47,14.73,8,72.15,1938423
1386,5,3,2,31,13.23,7,96.12,246568
3890,7,2,2,8,1.49,9,97.06,536762
3133,4,4,2,34,21.05,9,43.39,416052
4167,4,1,1,18,0.87,1,77.71,1788111
4476,3,2,2,45,24.71,2,73.75,921657
2406,7,4,1,14,8.36,7,17.33,1320706
3507,5,3,1,30,4.04,8,78.15,1310989
4868,4,3,1,15,12.8,6,84.35,622779
3730,4,4,1,46,17.0,5,3.77,1674931
3441,5,4,2,45,9.66,6,52.43,1578947
930,7,3,1,36,4.09,2,24.91,674746
1323,5,3,1,6,1.04,9,93.34,761668
4518,1,3,1,34,21.26,10,8.42,1852114
640,6,3,2,28,26.65,4,65.88,1330735
2296,4,2,1,1,3.47,9,64.89,1883762
3724,3,3,1,47,7.3,8,12.08,208353
1213,7,3,1,33,1.1,10,76.52,506733
1182,2,4,1,34,26.61,4,27.11,1109128
4455,2,4,2,30,13.62,5,69.23,1903970
407,5,4,2,11,27.79,10,24.99,921627
4173,6,3,2,0,14.31,7,39.22,1737841
3539,7,4,2,46,25.93,5,32.96,1128147
4189,7,3,2,28,28.58,2,60.39,207719
4451,3,3,1,0,10.39,8,62.22,1269654
917,1,4,2,0,19.4,10,52.14,138047
3590,4,1,2,14,20.16,8,14.92,617888
3502,1,2,1,2,1.13,8,64.54,1371446
4978,7,2,2,13,13.43,10,23.91,138433
3116,3,1,1,9,25.73,8,42.77,447591
978,1,1,2,2,28.42,6,98.49,173407
4882,5,3,1,19,27.03,10,84.55,1482856
4907,2,4,1,49,29.2,2,27.52,1715106
2265,5,2,2,35,19.76,4,21.85,1374953
1776,4,2,1,26,7.37,2,56.79,959216
3338,5,1,2,48,17.47,2,8.72,1455261
1305,3,4,2,35,12.92,9,47.99,632379
1364,7,2,2,46,8.13,9,45.51,702246
2376,3,2,2,10,23.3,5,99.41,1140654
2287,4,3,1,2,19.06,3,3.17,1441890
2847,4,3,1,23,23.81,9,87.61,362221
1391,2,3,1,38,8.45,7,93.42,1965446
3956,1,2,1,9,27.16,4,64.76,639806
4359,2,2,1,25,7.54,3,54.03,671209
4004,5,3,2,31,18.26,8,14.38,665495
1483,1,3,1,7,2.18,6,68.3,1559973
834,4,4,1,46,16.46,4,74.45,561386
420,3,2,1,12,3.41,9,68.99,920593
3322,5,2,1,2,10.3,1,7.98,140700
2325,2,1,1,14,25.89,5,78.64,1379791
1872,7,3,2,20,26.86,3,22.85,1858216
1499,6,3,1,41,23.14,2,26.25,527792
3037,6,3,2,28,11.35,5,39.15,825208
789,4,2,2,46,17.57,3,66.2,1415146
3813,7,4,1,26,7.11,7,56.54,1588652
3015,1,2,2,29,20.51,1,70.41,205448
1754,6,1,1,13,10.75,5,65.86,905411
4921,1,1,1,40,7.02,7,70.1,337194
405,3,4,1,14,17.76,6,29.77,1392502
590,4,3,1,45,3.8,2,68.48,889823
547,4,1,1,46,20.76,5,79.63,817156
4900,5,2,1,45,6.02,3,5.53,211514
4753,5,1,2,41,16.83,2,94.13,208684
3950,7,1,1,43,12.08,8,4.81,1197426
4505,1,4,2,13,17.2,2,75.46,739069
1510,6,4,2,24,7.76,4,64.52,246815
4233,6,2,1,26,9.66,8,31.78,802270
1024,2,3,2,46,4.64,10,47.8,192874
4525,1,4,2,43,23.42,9,91.8,841520
2575,6,4,2,1,2.57,6,85.36,491944
3549,5,3,2,16,11.6,5,36.56,1743728
1478,5,1,1,14,13.75,4,38.83,205211
3951,5,2,1,26,6.26,1,21.51,178717
2752,1,2,2,9,11.85,10,42.2,478297
945,4,1,1,42,12.83,5,65.53,1937145
1595,7,3,1,45,7.12,4,45.18,1469172
2469,2,3,2,8,19.36,6,72.49,917851
3758,2,4,2,2,1.41,6,80.7,678668
2838,5,3,1,23,6.33,7,32.01,1664830
1016,3,2,1,0,18.91,4,65.87,1848100
4644,1,2,2,37,19.01,1,54.35,140339
3743,6,2,1,5,8.33,3,10.31,1635990
2211,6,3,2,4,20.65,9,28.97,72731
571,7,1,1,3,14.36,5,12.25,325987
4542,4,2,2,2,16.05,3,80.36,150897
1025,5,2,2,44,10.31,8,69.98,935342
4463,3,1,2,29,29.54,1,80.3,1513685
2654,5,4,1,35,22.25,4,64.15,1899580
852,3,3,1,22,7.83,3,51.86,1344889
1818,2,2,2,6,7.48,2,47.55,1811539
1153,3,3,2,31,23.34,2,33.61,1477343
3772,2,2,1,42,11.95,5,87.57,1616951
3123,2,2,1,9,3.2,7,46.6,876845
3410,1,4,2,36,1.55,9,21.44,680683
3311,7,1,1,32,12.71,5,74.7,1623570
1625,3,1,2,25,12.73,2,33.75,918783
567,4,1,2,42,21.35,4,22.35,51663
4085,4,4,2,44,17.46,4,79.11,837642
485,3,4,1,30,23.22,6,44.75,1469505
2077,7,1,1,29,9.87,2,20.3,1408402
2382,1,3,2,22,18.92,3,67.24,1879210
1886,4,3,1,28,26.63,6,81.69,1419463
841,5,4,1,7,2.54,4,40.0,404098
670,4,3,2,15,21.4,6,23.29,226296
743,1,1,1,8,21.62,6,2.44,1188524
1606,2,2,2,3,23.92,3,86.82,1712188
3481,2,3,2,18,8.44,7,44.78,250716
1657,2,1,2,38,12.79,4,88.81,1019132
2691,1,1,2,43,7.57,7,70.46,1076111
1932,2,1,1,40,9.6,9,49.44,1123134
3822,7,3,1,12,29.07,3,69.88,219523
4762,2,2,2,11,13.65,9,31.11,122010
2053,1,3,1,8,25.53,2,19.73,326615
638,5,1,1,11,23.95,5,15.07,684276
1314,4,1,2,23,13.61,4,91.72,516076
1838,1,1,2,47,29.77,10,74.43,1178841
3416,1,4,1,12,25.3,7,93.61,1855302
1860,3,3,1,34,14.74,7,76.38,571462
3479,2,2,2,31,9.64,3,38.62,1109374
2658,6,3,2,37,2.72,4,93.79,1273846
766,5,1,2,13,14.21,7,58.8,754326
3391,6,1,1,1,11.12,3,93.51,1673751
4141,3,4,1,20,21.49,1,21.18,793013
485,5,1,2,30,1.08,2,37.26,124073
2893,2,3,1,34,25.03,5,37.51,585425
531,6,3,1,15,12.79,5,0.57,1521971
1303,2,3,1,39,14.36,8,69.19,1404239
3856,2,1,1,25,5.89,3,89.8,455642
1621,4,4,2,37,28.16,9,91.81,1731009
2163,5,3,1,2,12.25,5,79.7,448743
3204,5,2,1,36,25.36,10,25.44,951940
1626,3,2,2,35,7.5,3,38.5,467668
1684,1,2,2,37,3.35,8,33.1,1133391
1089,2,3,2,1,19.25,2,44.93,1571687
4835,2,4,2,21,29.54,8,45.59,160157
4907,6,1,2,2,19.58,9,89.05,382880
2396,3,4,1,39,18.46,8,10.47,165238
4781,5,1,1,46,13.55,10,75.74,1823227
1509,4,1,1,41,8.87,1,57.43,1250960
829,5,1,2,46,13.21,9,68.78,470855
4526,4,1,2,25,4.89,1,89.35,340443
4181,4,3,1,26,8.23,9,94.12,625717
1002,5,2,2,37,14.88,10,1.05,529156
839,6,3,2,43,4.77,2,85.38,1580091
1384,2,4,1,7,23.85,8,18.16,404383
2318,4,1,1,22,0.84,9,15.54,643443
4907,6,3,1,5,9.99,6,90.88,1706834
927,3,3,2,24,15.74,6,94.11,514679
4805,3,3,1,15,27.9,3,39.59,1843914
3396,4,1,2,25,17.42,10,6.12,1888148
3867,2,1,1,14,9.2,9,81.39,1693295
1761,4,1,1,46,10.89,8,84.62,1259104
1103,3,3,1,31,10.51,2,20.96,803479
1062,7,3,1,39,5.82,5,98.27,931858
764,3,4,1,18,4.77,7,78.53,1422384
1322,5,2,1,13,14.68,1,44.69,944354
4256,7,2,2,47,8.47,8,45.32,1543430
575,2,1,2,43,3.21,3,33.96,550713
1335,5,2,2,34,6.89,10,74.3,1492871
781,7,1,2,25,15.86,2,61.89,519295
705,6,1,2,36,8.08,7,78.04,670072
2790,7,3,2,12,7.51,5,53.68,959839
2603,6,2,2,46,18.81,8,5.22,1137362
1865,6,4,1,7,20.84,1,87.58,512871
3671,7,1,1,13,7.62,9,45.25,1775546
802,7,1,2,25,14.43,6,72.8,1392105
3070,1,4,2,46,23.05,8,25.14,868378
2201,7,2,1,29,20.85,6,25.73,143466
3050,6,4,2,39,2.54,7,36.55,1323124
576,4,2,2,41,11.12,8,34.38,1379994
4944,5,2,1,12,21.84,9,27.93,703409
1142,6,2,1,35,5.79,4,32.07,552200
2748,2,2,2,10,6.28,3,13.97,1368653
4802,7,2,2,1,19.09,10,1.29,1208516
1150,6,2,1,29,8.87,10,97.63,1376907
1268,4,1,1,23,10.05,2,7.45,1577493
4462,7,3,2,17,15.92,2,35.4,1086198
4367,4,1,1,22,22.64,4,83.53,531008
613,4,1,2,5,15.2,8,0.41,577042
2017,4,4,2,45,26.86,6,77.99,237299
2930,4,3,1,49,3.65,3,41.98,559281
3733,2,3,1,10,22.75,4,21.37,169287
1997,1,3,2,6,16.54,3,15.07,1854343
911,3,2,1,46,24.59,3,83.49,260929
652,1,2,2,32,9.83,9,28.73,1303792
4533,3,2,1,9,14.72,3,47.47,1844592
1028,5,1,1,20,24.8,2,35.8,1467220
3876,7,3,2,8,25.04,2,86.76,1829716
1386,4,3,2,29,11.59,8,14.35,1756098
2125,5,1,2,47,24.75,10,98.37,1692498
2493,5,2,2,47,20.63,3,1.91,1515322
2101,7,4,1,24,12.58,10,19.92,293502
704,3,3,2,24,29.11,10,47.33,1446891
4478,2,1,1,48,1.41,9,17.45,1489876
2680,4,2,2,23,11.79,3,24.87,291309
4740,6,1,1,11,9.56,10,98.72,1989216
3207,7,4,1,6,28.1,2,61.23,1780100
3286,7,4,1,33,3.43,8,4.52,703903
3854,5,2,2,2,19.03,6,47.61,852492
1424,1,1,1,5,21.64,4,58.15,582551
4712,4,2,2,26,5.93,1,32.94,1282543
3375,2,1,2,18,4.92,10,88.77,732550
906,4,1,1,7,1.91,6,81.0,1943902
3351,6,4,2,35,5.19,7,40.38,1251230
1453,6,1,1,38,24.34,8,75.73,931693
3074,5,1,1,35,28.35,7,52.9,1940023
2967,1,4,2,17,27.09,2,81.33,1635087
2304,5,3,2,6,11.28,3,48.82,1183860
4770,2,3,2,0,21.91,1,11.15,1278135
4987,3,3,1,4,24.9,4,31.03,686192
3294,6,3,1,41,24.47,5,62.39,1724904
1500,1,1,2,13,2.35,9,95.85,1351490
4061,6,3,2,0,6.84,1,88.18,684114
2036,2,3,1,11,28.2,7,83.94,815969
1855,2,1,2,18,22.33,4,54.66,1022074
4013,6,3,2,1,25.11,8,18.69,81669
438,5,3,1,13,15.67,10,1.8,317142
3484,6,2,2,2,12.1,2,35.18,1175080
4639,5,3,1,34,19.71,5,76.77,1434493
3131,6,2,1,12,14.45,2,25.04,1410846
2815,5,3,2,48,11.53,2,29.17,791065
1158,3,1,1,2,10.76,7,12.01,1081375
4742,4,3,2,13,5.16,4,70.91,1534697
3516,4,4,1,33,16.12,9,28.66,1657572
1164,5,1,1,44,15.84,10,62.85,1928587
2822,5,3,2,8,17.93,2,52.41,1278476
1714,7,3,1,9,3.93,7,99.27,385881
4702,7,1,2,7,27.49,8,94.63,998170
4395,3,4,1,28,22.39,1,39.42,1237246
4429,4,1,2,38,4.36,1,80.22,1400739
4093,3,4,2,32,2.84,7,40.68,516017
3585,7,1,1,22,19.47,5,26.98,1240566
3266,7,1,1,7,10.57,7,1.46,1289699
1717,2,2,2,39,9.91,1,71.88,1839169
1100,6,2,1,37,25.28,9,28.02,1244188
4783,7,1,2,22,10.68,2,48.08,1454502
2601,4,2,2,49,19.15,5,16.54,1062621
1993,5,3,1,35,16.34,4,6.52,1818347
4387,1,3,2,42,8.26,5,74.74,516025
4545,7,3,2,19,10.28,9,29.31,816678
1630,2,2,1,47,28.32,5,25.5,618935
3012,6,2,2,11,10.28,4,25.92,1312083
3537,1,3,2,35,23.63,4,10.43,521265
2308,3,1,2,8,25.91,5,3.18,606015
2190,6,3,1,32,2.6,10,18.61,1671025
3328,3,2,1,5,20.06,1,80.04,780491
1488,3,4,1,31,22.6,9,98.09,642850
2781,5,3,1,0,13.3,1,51.47,1623273
4527,3,3,2,23,17.3,7,80.55,1236186
3345,7,2,2,28,5.27,4,25.51,799725
3969,1,2,2,7,9.9,9,68.4,743137
1565,2,2,2,12,21.38,10,89.1,721133
1000,7,2,1,24,18.28,1,61.71,1045857
2425,5,3,2,28,4.52,4,70.13,485385
1984,2,2,2,23,29.65,7,10.03,567450
1387,3,4,1,26,28.16,2,35.73,1931665
2365,4,1,1,25,7.11,5,3.1,937826
1839,6,2,2,19,26.32,10,16.62,881508
1268,5,2,2,3,8.38,7,29.76,1197643
2463,3,3,2,21,17.13,10,95.33,928458
1529,5,1,2,6,23.57,10,4.05,1004128
4778,4,1,1,17,10.65,3,45.17,492017
4856,1,1,1,9,16.88,8,77.14,1693243
4129,7,2,2,30,13.79,4,50.71,1088319
2334,1,3,1,25,22.93,5,58.63,1547934
1476,6,3,2,46,14.62,5,93.35,64459
2039,1,2,2,44,17.22,7,65.12,1910134
1792,7,1,2,25,25.44,8,75.75,538100
430,7,1,2,24,21.11,1,3.95,620963
1103,4,3,1,17,16.06,10,79.56,1342931
1268,2,4,2,23,14.11,7,42.21,1794144
632,4,2,1,43,4.24,8,1.98,1709672
1350,4,4,2,14,2.16,2,84.96,300631
458,3,4,1,7,28.61,1,95.66,1094408
3218,1,1,2,42,6.0,9,60.33,1951429
4000,5,4,1,24,8.67,9,88.89,1612472
3549,7,2,2,34,18.52,3,19.46,231018
701,6,3,2,23,24.92,10,60.39,391815
3250,2,2,2,45,25.08,9,44.94,709614
3344,7,2,1,39,24.97,1,3.66,1160599
2323,5,2,1,37,29.35,1,62.74,1459304
716,3,2,1,20,2.14,2,57.63,421515
2288,3,4,2,0,12.3,7,4.49,979864
3115,2,1,2,25,27.45,4,20.78,650617
2281,5,3,1,9,14.29,9,28.95,593531
4298,2,1,2,25,26.2,6,19.48,535098
4513,2,4,2,1,1.02,8,65.02,667472
1578,1,1,1,39,15.38,7,53.16,268723
4255,5,1,1,13,27.71,9,36.72,941101
4855,1,4,2,32,8.21,10,43.26,1409727
731,7,1,1,38,27.92,9,96.62,1347205
927,1,3,2,0,0.75,2,11.19,127167
2459,7,4,2,29,2.83,1,18.72,742461
1498,6,3,2,36,14.57,9,53.81,1157894
611,1,1,1,17,3.64,9,97.77,184925
2114,4,2,2,29,7.16,3,73.91,898425
3088,3,2,1,26,9.28,7,82.04,538751
2730,3,4,1,48,14.7,8,73.28,857149
3666,4,2,1,48,12.02,2,7.82,310675
1432,7,2,2,29,27.7,3,29.35,930537
1732,7,2,1,44,26.64,7,54.0,1677661
2240,2,4,2,35,22.57,3,6.19,1860367
2538,5,3,2,20,19.95,9,39.87,557065
4951,5,2,1,15,6.53,7,21.01,210679
4491,5,4,1,16,18.25,9,65.19,896636
843,1,3,1,17,4.84,7,9.85,1412723
4574,5,4,2,33,13.86,6,78.65,831742
1898,5,2,2,20,14.11,5,57.08,1047378
1326,7,2,1,11,20.85,2,37.3,1519625
1022,5,1,2,30,25.14,8,14.0,1398563
1879,3,1,1,9,9.95,4,67.16,760009
3437,4,1,2,40,1.71,8,83.88,1899413
3785,6,3,2,3,1.89,6,84.81,584804
3718,7,4,1,14,26.31,10,12.92,1438426
633,2,3,1,41,14.85,6,98.03,1115562
2017,4,1,2,40,7.82,3,32.08,415533
3091,5,1,2,27,1.45,7,24.1,1711366
2430,2,2,1,6,16.1,7,37.07,1103069
786,2,3,2,10,4.54,5,42.65,261374
2034,4,2,1,28,12.8,6,58.54,1027233
4533,4,2,1,33,15.72,6,54.98,1063317
1584,4,4,2,29,7.26,8,16.79,1896571
2367,7,1,1,26,6.37,9,27.92,815864
640,7,2,1,24,1.08,6,74.19,1083312
961,6,2,1,47,17.77,3,21.42,65423
2399,4,1,1,37,6.41,5,69.32,59075
2329,6,1,1,39,26.41,1,75.72,1396815
3179,1,4,1,22,18.31,1,75.33,116379
2075,3,4,2,28,16.91,10,74.05,1123329
2915,6,2,1,49,15.39,10,25.95,792837
2077,3,2,1,10,6.85,1,42.15,302515
4541,5,2,1,3,29.1,9,46.9,1360128
4146,1,3,2,35,29.03,10,94.76,61114
3756,2,4,1,30,9.98,2,32.91,1245583
2051,4,2,2,9,23.4,10,93.82,1642010
4577,5,1,1,15,4.02,1,87.35,495667
